MM:DD:YYYY hh:mm:ss,Device_Number,Battery_Voltage,Motor_Turns,Session_Type,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Retrieval_Time,Concat_#,Mode
2020-07-21 18:29:08,5,4.1,2,Free_feed,Pellet,Left,0,0,1,18.0,0,FED
2020-07-21 18:30:10,5,4.1,3,Free_feed,Pellet,Left,0,0,2,55.0,0,FED
2020-07-21 18:32:32,5,4.09,1,Free_feed,Pellet,Left,0,0,3,0.0,0,FED
2020-07-21 18:33:40,5,4.1,1,Free_feed,Pellet,Left,0,0,4,65.0,0,FED
2020-07-21 18:34:57,5,4.09,2,Free_feed,Pellet,Left,0,0,5,73.0,0,FED
2020-07-21 18:35:48,5,4.1,1,Free_feed,Pellet,Left,0,0,6,49.0,0,FED
2020-07-21 18:45:47,5,4.09,1,Free_feed,Pellet,Left,0,0,7,79.0,0,FED
2020-07-21 18:46:23,5,4.09,1,Free_feed,Pellet,Left,0,0,8,33.0,0,FED
2020-07-21 18:46:45,5,4.09,1,Free_feed,Pellet,Left,0,0,9,19.0,0,FED
2020-07-21 18:47:58,5,4.1,1,Free_feed,Pellet,Left,0,0,10,3.0,0,FED
2020-07-21 18:48:09,5,4.1,1,Free_feed,Pellet,Left,0,0,11,8.0,0,FED
2020-07-21 18:58:12,5,4.09,1,Free_feed,Pellet,Left,0,0,12,0.0,0,FED
2020-07-21 18:58:45,5,4.1,1,Free_feed,Pellet,Left,0,0,13,3.0,0,FED
2020-07-21 18:59:03,5,4.09,1,Free_feed,Pellet,Left,0,0,14,15.0,0,FED
2020-07-21 19:00:05,5,4.1,1,Free_feed,Pellet,Left,0,0,15,13.0,0,FED
2020-07-21 19:00:19,5,4.09,1,Free_feed,Pellet,Left,0,0,16,11.0,0,FED
2020-07-21 19:00:53,5,4.1,1,Free_feed,Pellet,Left,0,0,17,31.0,0,FED
2020-07-21 19:01:00,5,4.1,1,Free_feed,Pellet,Left,0,0,18,4.0,0,FED
2020-07-21 19:03:02,5,4.09,1,Free_feed,Pellet,Left,0,0,19,11.0,0,FED
2020-07-21 19:06:26,5,4.09,3,Free_feed,Pellet,Left,0,0,20,0.0,0,FED
2020-07-21 19:10:53,5,4.09,1,Free_feed,Pellet,Left,0,0,21,0.0,0,FED
2020-07-21 19:11:57,5,4.09,1,Free_feed,Pellet,Left,0,0,22,61.0,0,FED
2020-07-21 19:12:27,5,4.09,1,Free_feed,Pellet,Left,0,0,23,28.0,0,FED
2020-07-21 19:12:52,5,4.1,1,Free_feed,Pellet,Left,0,0,24,22.0,0,FED
2020-07-21 19:13:12,5,4.09,1,Free_feed,Pellet,Left,0,0,25,17.0,0,FED
2020-07-21 19:13:32,5,4.1,1,Free_feed,Pellet,Left,0,0,26,18.0,0,FED
2020-07-21 19:29:47,5,4.1,1,Free_feed,Pellet,Left,0,0,27,0.0,0,FED
2020-07-21 19:30:03,5,4.09,2,Free_feed,Pellet,Left,0,0,28,11.0,0,FED
2020-07-21 19:30:27,5,4.09,1,Free_feed,Pellet,Left,0,0,29,21.0,0,FED
2020-07-21 19:31:06,5,4.09,1,Free_feed,Pellet,Left,0,0,30,36.0,0,FED
2020-07-21 19:32:02,5,4.09,1,Free_feed,Pellet,Left,0,0,31,54.0,0,FED
2020-07-21 19:34:57,5,4.1,1,Free_feed,Pellet,Left,0,0,32,0.0,0,FED
2020-07-21 19:35:34,5,4.09,1,Free_feed,Pellet,Left,0,0,33,34.0,0,FED
2020-07-21 19:36:03,5,4.09,1,Free_feed,Pellet,Left,0,0,34,26.0,0,FED
2020-07-21 19:36:07,5,4.09,1,Free_feed,Pellet,Left,0,0,35,1.0,0,FED
2020-07-21 19:36:20,5,4.1,1,Free_feed,Pellet,Left,0,0,36,9.0,0,FED
2020-07-21 19:36:36,5,4.1,1,Free_feed,Pellet,Left,0,0,37,14.0,0,FED
2020-07-21 19:36:56,5,4.09,1,Free_feed,Pellet,Left,0,0,38,17.0,0,FED
2020-07-21 19:37:02,5,4.1,2,Free_feed,Pellet,Left,0,0,39,2.0,0,FED
2020-07-21 19:37:16,5,4.09,1,Free_feed,Pellet,Left,0,0,40,3.0,0,FED
2020-07-21 19:37:25,5,4.09,1,Free_feed,Pellet,Left,0,0,41,7.0,0,FED
2020-07-21 19:37:45,5,4.09,1,Free_feed,Pellet,Left,0,0,42,17.0,0,FED
2020-07-21 19:37:57,5,4.1,1,Free_feed,Pellet,Left,0,0,43,9.0,0,FED
2020-07-21 19:40:20,5,4.09,1,Free_feed,Pellet,Left,0,0,44,0.0,0,FED
2020-07-21 19:54:47,5,4.09,1,Free_feed,Pellet,Left,0,0,45,0.0,0,FED
2020-07-21 19:54:54,5,4.09,1,Free_feed,Pellet,Left,0,0,46,4.0,0,FED
2020-07-21 19:55:12,5,4.09,1,Free_feed,Pellet,Left,0,0,47,15.0,0,FED
2020-07-21 19:55:27,5,4.09,1,Free_feed,Pellet,Left,0,0,48,12.0,0,FED
2020-07-21 19:55:31,5,4.09,1,Free_feed,Pellet,Left,0,0,49,0.0,0,FED
2020-07-21 19:55:39,5,4.09,1,Free_feed,Pellet,Left,0,0,50,6.0,0,FED
2020-07-21 19:55:56,5,4.1,1,Free_feed,Pellet,Left,0,0,51,14.0,0,FED
2020-07-21 19:56:14,5,4.09,1,Free_feed,Pellet,Left,0,0,52,15.0,0,FED
2020-07-21 19:56:19,5,4.1,1,Free_feed,Pellet,Left,0,0,53,2.0,0,FED
2020-07-21 19:56:30,5,4.1,1,Free_feed,Pellet,Left,0,0,54,8.0,0,FED
2020-07-21 19:57:08,5,4.1,1,Free_feed,Pellet,Left,0,0,55,15.0,0,FED
2020-07-21 20:06:08,5,4.1,1,Free_feed,Pellet,Left,0,0,56,0.0,0,FED
2020-07-21 20:08:18,5,4.09,1,Free_feed,Pellet,Left,0,0,57,0.0,0,FED
2020-07-21 20:10:15,5,4.09,1,Free_feed,Pellet,Left,0,0,58,1.0,0,FED
2020-07-21 20:10:27,5,4.1,1,Free_feed,Pellet,Left,0,0,59,9.0,0,FED
2020-07-21 20:10:31,5,4.09,1,Free_feed,Pellet,Left,0,0,60,2.0,0,FED
2020-07-21 20:10:38,5,4.1,1,Free_feed,Pellet,Left,0,0,61,5.0,0,FED
2020-07-21 20:10:42,5,4.09,1,Free_feed,Pellet,Left,0,0,62,1.0,0,FED
2020-07-21 20:10:47,5,4.09,1,Free_feed,Pellet,Left,0,0,63,2.0,0,FED
2020-07-21 20:10:55,5,4.09,1,Free_feed,Pellet,Left,0,0,64,5.0,0,FED
2020-07-21 20:11:00,5,4.09,1,Free_feed,Pellet,Left,0,0,65,2.0,0,FED
2020-07-21 20:11:06,5,4.09,1,Free_feed,Pellet,Left,0,0,66,4.0,0,FED
2020-07-21 20:11:30,5,4.09,1,Free_feed,Pellet,Left,0,0,67,21.0,0,FED
2020-07-21 20:11:34,5,4.09,1,Free_feed,Pellet,Left,0,0,68,1.0,0,FED
2020-07-21 20:11:38,5,4.09,1,Free_feed,Pellet,Left,0,0,69,1.0,0,FED
2020-07-21 20:11:45,5,4.09,1,Free_feed,Pellet,Left,0,0,70,3.0,0,FED
2020-07-21 20:11:59,5,4.09,1,Free_feed,Pellet,Left,0,0,71,11.0,0,FED
2020-07-21 20:12:16,5,4.09,1,Free_feed,Pellet,Left,0,0,72,15.0,0,FED
2020-07-21 20:12:31,5,4.09,1,Free_feed,Pellet,Left,0,0,73,12.0,0,FED
2020-07-21 20:17:03,5,4.09,1,Free_feed,Pellet,Left,0,0,74,0.0,0,FED
2020-07-21 20:23:35,5,4.09,1,Free_feed,Pellet,Left,0,0,75,0.0,0,FED
2020-07-21 20:23:49,5,4.09,1,Free_feed,Pellet,Left,0,0,76,11.0,0,FED
2020-07-21 20:33:22,5,4.09,1,Free_feed,Pellet,Left,0,0,77,63.0,0,FED
2020-07-21 20:33:31,5,4.09,1,Free_feed,Pellet,Left,0,0,78,6.0,0,FED
2020-07-21 20:33:38,5,4.09,1,Free_feed,Pellet,Left,0,0,79,3.0,0,FED
2020-07-21 20:33:49,5,4.09,1,Free_feed,Pellet,Left,0,0,80,9.0,0,FED
2020-07-21 20:33:54,5,4.09,1,Free_feed,Pellet,Left,0,0,81,3.0,0,FED
2020-07-21 20:33:59,5,4.09,1,Free_feed,Pellet,Left,0,0,82,2.0,0,FED
2020-07-21 20:34:04,5,4.09,1,Free_feed,Pellet,Left,0,0,83,2.0,0,FED
2020-07-21 20:34:08,5,4.09,1,Free_feed,Pellet,Left,0,0,84,1.0,0,FED
2020-07-21 20:34:15,5,4.09,1,Free_feed,Pellet,Left,0,0,85,4.0,0,FED
2020-07-21 20:34:33,5,4.09,1,Free_feed,Pellet,Left,0,0,86,15.0,0,FED
2020-07-21 20:34:37,5,4.09,1,Free_feed,Pellet,Left,0,0,87,1.0,0,FED
2020-07-21 20:34:41,5,4.09,1,Free_feed,Pellet,Left,0,0,88,1.0,0,FED
2020-07-21 20:34:46,5,4.09,1,Free_feed,Pellet,Left,0,0,89,2.0,0,FED
2020-07-21 20:34:55,5,4.09,1,Free_feed,Pellet,Left,0,0,90,6.0,0,FED
2020-07-21 20:47:50,5,4.09,1,Free_feed,Pellet,Left,0,0,91,0.0,0,FED
2020-07-21 20:47:55,5,4.09,1,Free_feed,Pellet,Left,0,0,92,2.0,0,FED
2020-07-21 20:48:06,5,4.09,1,Free_feed,Pellet,Left,0,0,93,8.0,0,FED
2020-07-21 20:48:56,5,4.09,1,Free_feed,Pellet,Left,0,0,94,17.0,0,FED
2020-07-21 20:49:18,5,4.09,1,Free_feed,Pellet,Left,0,0,95,1.0,0,FED
2020-07-21 20:49:23,5,4.09,1,Free_feed,Pellet,Left,0,0,96,1.0,0,FED
2020-07-21 20:49:33,5,4.1,1,Free_feed,Pellet,Left,0,0,97,7.0,0,FED
2020-07-21 20:49:37,5,4.09,1,Free_feed,Pellet,Left,0,0,98,2.0,0,FED
2020-07-21 20:49:45,5,4.09,1,Free_feed,Pellet,Left,0,0,99,5.0,0,FED
2020-07-21 20:50:42,5,4.09,1,Free_feed,Pellet,Left,0,0,100,53.0,0,FED
2020-07-21 20:50:51,5,4.09,2,Free_feed,Pellet,Left,0,0,101,5.0,0,FED
2020-07-21 20:50:55,5,4.09,1,Free_feed,Pellet,Left,0,0,102,1.0,0,FED
2020-07-21 20:51:02,5,4.09,1,Free_feed,Pellet,Left,0,0,103,4.0,0,FED
2020-07-21 20:51:06,5,4.09,1,Free_feed,Pellet,Left,0,0,104,2.0,0,FED
2020-07-21 20:59:06,5,4.09,1,Free_feed,Pellet,Left,0,0,105,0.0,0,FED
2020-07-21 20:59:11,5,4.09,1,Free_feed,Pellet,Left,0,0,106,2.0,0,FED
2020-07-21 20:59:17,5,4.09,1,Free_feed,Pellet,Left,0,0,107,3.0,0,FED
2020-07-21 20:59:25,5,4.09,1,Free_feed,Pellet,Left,0,0,108,5.0,0,FED
2020-07-21 20:59:44,5,4.09,1,Free_feed,Pellet,Left,0,0,109,16.0,0,FED
2020-07-21 20:59:53,5,4.09,1,Free_feed,Pellet,Left,0,0,110,7.0,0,FED
2020-07-21 21:10:44,5,4.09,1,Free_feed,Pellet,Left,0,0,111,0.0,0,FED
2020-07-21 21:10:49,5,4.09,1,Free_feed,Pellet,Left,0,0,112,2.0,0,FED
2020-07-21 21:11:00,5,4.09,2,Free_feed,Pellet,Left,0,0,113,6.0,0,FED
2020-07-21 21:11:05,5,4.09,1,Free_feed,Pellet,Left,0,0,114,3.0,0,FED
2020-07-21 21:11:11,5,4.09,1,Free_feed,Pellet,Left,0,0,115,4.0,0,FED
2020-07-21 21:11:17,5,4.09,1,Free_feed,Pellet,Left,0,0,116,3.0,0,FED
2020-07-21 21:11:24,5,4.09,1,Free_feed,Pellet,Left,0,0,117,4.0,0,FED
2020-07-21 21:11:29,5,4.09,1,Free_feed,Pellet,Left,0,0,118,2.0,0,FED
2020-07-21 21:11:34,5,4.09,1,Free_feed,Pellet,Left,0,0,119,1.0,0,FED
2020-07-21 21:11:45,5,4.09,1,Free_feed,Pellet,Left,0,0,120,8.0,0,FED
2020-07-21 21:11:59,5,4.09,1,Free_feed,Pellet,Left,0,0,121,12.0,0,FED
2020-07-21 21:12:13,5,4.09,2,Free_feed,Pellet,Left,0,0,122,10.0,0,FED
2020-07-21 21:21:41,5,4.09,1,Free_feed,Pellet,Left,0,0,123,0.0,0,FED
2020-07-21 21:21:47,5,4.09,1,Free_feed,Pellet,Left,0,0,124,2.0,0,FED
2020-07-21 21:21:55,5,4.09,1,Free_feed,Pellet,Left,0,0,125,6.0,0,FED
2020-07-21 21:22:12,5,4.09,1,Free_feed,Pellet,Left,0,0,126,15.0,0,FED
2020-07-21 21:23:21,5,4.09,1,Free_feed,Pellet,Left,0,0,127,29.0,0,FED
2020-07-21 21:23:25,5,4.09,1,Free_feed,Pellet,Left,0,0,128,1.0,0,FED
2020-07-21 21:23:30,5,4.09,1,Free_feed,Pellet,Left,0,0,129,2.0,0,FED
2020-07-21 21:23:34,5,4.09,1,Free_feed,Pellet,Left,0,0,130,2.0,0,FED
2020-07-21 21:24:01,5,4.09,1,Free_feed,Pellet,Left,0,0,131,24.0,0,FED
2020-07-21 21:24:06,5,4.09,1,Free_feed,Pellet,Left,0,0,132,3.0,0,FED
2020-07-21 21:37:49,5,4.09,2,Free_feed,Pellet,Left,0,0,133,0.0,0,FED
2020-07-21 21:37:54,5,4.09,1,Free_feed,Pellet,Left,0,0,134,2.0,0,FED
2020-07-21 21:38:05,5,4.09,1,Free_feed,Pellet,Left,0,0,135,8.0,0,FED
2020-07-21 21:40:46,5,4.09,3,Free_feed,Pellet,Left,0,0,136,0.0,0,FED
2020-07-21 21:48:18,5,4.09,1,Free_feed,Pellet,Left,0,0,137,0.0,0,FED
2020-07-21 21:56:35,5,4.09,1,Free_feed,Pellet,Left,0,0,138,0.0,0,FED
2020-07-21 22:11:42,5,4.09,1,Free_feed,Pellet,Left,0,0,139,0.0,0,FED
2020-07-21 22:11:50,5,4.09,1,Free_feed,Pellet,Left,0,0,140,6.0,0,FED
2020-07-21 22:12:21,5,4.09,1,Free_feed,Pellet,Left,0,0,141,28.0,0,FED
2020-07-21 22:12:29,5,4.09,1,Free_feed,Pellet,Left,0,0,142,5.0,0,FED
2020-07-21 22:12:33,5,4.09,1,Free_feed,Pellet,Left,0,0,143,1.0,0,FED
2020-07-21 22:12:40,5,4.09,1,Free_feed,Pellet,Left,0,0,144,4.0,0,FED
2020-07-21 22:14:37,5,4.09,1,Free_feed,Pellet,Left,0,0,145,81.0,0,FED
2020-07-21 22:14:41,5,4.09,1,Free_feed,Pellet,Left,0,0,146,1.0,0,FED
2020-07-21 22:14:45,5,4.09,1,Free_feed,Pellet,Left,0,0,147,1.0,0,FED
2020-07-21 22:14:50,5,4.09,1,Free_feed,Pellet,Left,0,0,148,2.0,0,FED
2020-07-21 22:14:59,5,4.09,1,Free_feed,Pellet,Left,0,0,149,6.0,0,FED
2020-07-21 22:15:06,5,4.09,1,Free_feed,Pellet,Left,0,0,150,5.0,0,FED
2020-07-21 22:15:12,5,4.09,1,Free_feed,Pellet,Left,0,0,151,3.0,0,FED
2020-07-21 22:15:29,5,4.09,1,Free_feed,Pellet,Left,0,0,152,14.0,0,FED
2020-07-21 22:15:33,5,4.09,1,Free_feed,Pellet,Left,0,0,153,1.0,0,FED
2020-07-21 22:15:38,5,4.09,1,Free_feed,Pellet,Left,0,0,154,2.0,0,FED
2020-07-21 22:15:43,5,4.09,1,Free_feed,Pellet,Left,0,0,155,3.0,0,FED
