MM:DD:YYYY hh:mm:ss,Device_Number,Battery_Voltage,Motor_Turns,Session_Type,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Retrieval_Time,Concat_#,Mode
2020-07-21 20:08:32,0,3.96,2,Free_feed,Pellet,Left,0,0,1,106.0,0,FED
2020-07-21 20:12:55,0,3.97,1,Free_feed,Pellet,Left,0,0,2,0.0,0,FED
2020-07-21 21:09:39,0,3.96,1,Free_feed,Pellet,Left,0,0,3,0.0,0,FED
2020-07-21 21:11:50,0,3.96,1,Free_feed,Pellet,Left,0,0,4,0.0,0,FED
2020-07-21 21:12:57,0,3.96,1,Free_feed,Pellet,Left,0,0,5,64.0,0,FED
2020-07-21 21:14:05,0,3.97,1,Free_feed,Pellet,Left,0,0,6,65.0,0,FED
2020-07-21 21:14:51,0,3.96,1,Free_feed,Pellet,Left,0,0,7,43.0,0,FED
2020-07-21 21:15:55,0,3.96,1,Free_feed,Pellet,Left,0,0,8,61.0,0,FED
2020-07-21 21:17:41,0,3.97,1,Free_feed,Pellet,Left,0,0,9,103.0,0,FED
2020-07-21 21:18:11,0,3.96,1,Free_feed,Pellet,Left,0,0,10,27.0,0,FED
2020-07-21 21:21:28,0,3.96,1,Free_feed,Pellet,Left,0,0,11,0.0,0,FED
2020-07-21 21:22:17,0,3.96,1,Free_feed,Pellet,Left,0,0,12,46.0,0,FED
2020-07-21 21:22:55,0,3.96,1,Free_feed,Pellet,Left,0,0,13,35.0,0,FED
2020-07-21 21:23:27,0,3.96,1,Free_feed,Pellet,Left,0,0,14,29.0,0,FED
2020-07-21 21:24:03,0,3.96,1,Free_feed,Pellet,Left,0,0,15,32.0,0,FED
2020-07-21 21:26:19,0,3.97,1,Free_feed,Pellet,Left,0,0,16,0.0,0,FED
2020-07-21 21:28:31,0,3.97,1,Free_feed,Pellet,Left,0,0,17,0.0,0,FED
2020-07-21 21:32:47,0,3.96,1,Free_feed,Pellet,Left,0,0,18,0.0,0,FED
2020-07-21 21:36:55,0,3.97,1,Free_feed,Pellet,Left,0,0,19,0.0,0,FED
2020-07-21 21:37:43,0,3.96,1,Free_feed,Pellet,Left,0,0,20,45.0,0,FED
2020-07-21 21:38:28,0,3.96,1,Free_feed,Pellet,Left,0,0,21,42.0,0,FED
2020-07-21 21:38:54,0,3.97,1,Free_feed,Pellet,Left,0,0,22,24.0,0,FED
2020-07-21 21:39:36,0,3.96,1,Free_feed,Pellet,Left,0,0,23,39.0,0,FED
2020-07-21 21:42:06,0,3.96,1,Free_feed,Pellet,Left,0,0,24,0.0,0,FED
2020-07-21 21:43:39,0,3.96,1,Free_feed,Pellet,Left,0,0,25,91.0,0,FED
2020-07-21 21:44:48,0,3.97,1,Free_feed,Pellet,Left,0,0,26,66.0,0,FED
2020-07-21 21:45:21,0,3.96,1,Free_feed,Pellet,Left,0,0,27,31.0,0,FED
2020-07-21 21:46:04,0,3.97,1,Free_feed,Pellet,Left,0,0,28,40.0,0,FED
2020-07-21 21:46:45,0,3.97,1,Free_feed,Pellet,Left,0,0,29,38.0,0,FED
2020-07-21 21:47:16,0,3.96,1,Free_feed,Pellet,Left,0,0,30,28.0,0,FED
2020-07-21 21:47:57,0,3.97,1,Free_feed,Pellet,Left,0,0,31,39.0,0,FED
2020-07-21 21:52:27,0,3.97,3,Free_feed,Pellet,Left,0,0,32,0.0,0,FED
2020-07-21 21:52:57,0,3.96,1,Free_feed,Pellet,Left,0,0,33,27.0,0,FED
2020-07-21 21:56:49,0,3.96,1,Free_feed,Pellet,Left,0,0,34,0.0,0,FED
2020-07-21 21:57:37,0,3.96,1,Free_feed,Pellet,Left,0,0,35,45.0,0,FED
2020-07-21 22:17:52,0,3.96,1,Free_feed,Pellet,Left,0,0,36,0.0,0,FED
2020-07-21 22:19:49,0,3.97,1,Free_feed,Pellet,Left,0,0,37,114.0,0,FED
2020-07-21 22:22:35,0,3.96,1,Free_feed,Pellet,Left,0,0,38,0.0,0,FED
2020-07-21 22:25:05,0,3.96,1,Free_feed,Pellet,Left,0,0,39,93.0,0,FED
2020-07-21 22:26:19,0,3.96,1,Free_feed,Pellet,Left,0,0,40,70.0,0,FED
2020-07-21 22:28:22,0,3.96,1,Free_feed,Pellet,Left,0,0,41,0.0,0,FED
2020-07-21 22:29:58,0,3.96,1,Free_feed,Pellet,Left,0,0,42,93.0,0,FED
2020-07-21 22:30:41,0,3.96,1,Free_feed,Pellet,Left,0,0,43,41.0,0,FED
2020-07-21 22:31:27,0,3.96,1,Free_feed,Pellet,Left,0,0,44,43.0,0,FED
2020-07-21 22:33:19,0,3.96,1,Free_feed,Pellet,Left,0,0,45,109.0,0,FED
2020-07-21 22:34:35,0,3.96,1,Free_feed,Pellet,Left,0,0,46,72.0,0,FED
2020-07-21 22:36:04,0,3.96,1,Free_feed,Pellet,Left,0,0,47,87.0,0,FED
2020-07-21 22:36:45,0,3.96,1,Free_feed,Pellet,Left,0,0,48,38.0,0,FED
2020-07-21 22:42:36,0,3.96,1,Free_feed,Pellet,Left,0,0,49,0.0,0,FED
2020-07-21 23:18:56,0,3.96,1,Free_feed,Pellet,Left,0,0,50,0.0,0,FED
2020-07-21 23:27:31,0,3.96,1,Free_feed,Pellet,Left,0,0,51,0.0,0,FED
2020-07-21 23:28:50,0,3.96,1,Free_feed,Pellet,Left,0,0,52,76.0,0,FED
2020-07-21 23:30:45,0,3.96,1,Free_feed,Pellet,Left,0,0,53,112.0,0,FED
2020-07-21 23:31:39,0,3.96,1,Free_feed,Pellet,Left,0,0,54,52.0,0,FED
2020-07-21 23:32:05,0,3.96,1,Free_feed,Pellet,Left,0,0,55,24.0,0,FED
2020-07-21 23:43:51,0,3.96,1,Free_feed,Pellet,Left,0,0,56,0.0,0,FED
2020-07-21 23:44:15,0,3.96,1,Free_feed,Pellet,Left,0,0,57,21.0,0,FED
2020-07-21 23:50:36,0,3.96,1,Free_feed,Pellet,Left,0,0,58,0.0,0,FED
