MM:DD:YYYY hh:mm:ss,Device_Number,Battery_Voltage,Motor_Turns,Session_Type,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Retrieval_Time,Concat_#
2023-03-30 10:54:00,15,4.2,,FR1,Poke,Left,1,0,0,,0
2023-03-30 10:54:15,15,4.2,4.0,FR1,Pellet,Left,1,0,1,8.16,0
2023-03-30 10:54:23,15,4.19,,FR1,Poke,Left,2,0,1,,0
2023-03-30 10:54:23,15,4.2,1.0,FR1,Pellet,Left,2,0,2,0.06,0
2023-03-30 11:07:16,15,4.19,,FR1,Poke,Left,2,1,2,,0
2023-03-30 11:12:26,15,4.19,,FR1,Poke,Left,2,2,2,,0
2023-03-30 11:12:28,15,4.19,,FR1,Poke,Left,2,3,2,,0
2023-03-30 11:12:31,15,4.2,,FR1,Poke,Left,2,4,2,,0
2023-03-30 11:12:33,15,4.2,,FR1,Poke,Left,2,5,2,,0
2023-03-30 11:12:35,15,4.19,,FR1,Poke,Left,2,6,2,,0
2023-03-30 12:51:03,15,4.19,,FR1,Poke,Left,2,7,2,,0
2023-03-30 12:56:26,15,4.19,,FR1,Poke,Left,3,7,2,,0
2023-03-30 12:56:31,15,4.19,2.0,FR1,Pellet,Left,3,7,3,4.66,0
2023-03-30 12:57:20,15,4.19,,FR1,Poke,Left,4,7,3,,0
2023-03-30 12:57:25,15,4.19,1.0,FR1,Pellet,Left,4,7,4,4.41,0
2023-03-30 13:16:03,15,4.18,,FR1,Poke,Left,5,7,4,,0
2023-03-30 13:16:07,15,4.19,1.0,FR1,Pellet,Left,5,7,5,2.57,0
2023-03-30 13:17:30,15,4.19,,FR1,Poke,Left,5,8,5,,0
2023-03-30 13:17:31,15,4.19,,FR1,Poke,Left,5,9,5,,0
2023-03-30 13:18:54,15,4.18,,FR1,Poke,Left,6,9,5,,0
2023-03-30 13:18:57,15,4.19,2.0,FR1,Pellet,Left,6,9,6,2.02,0
2023-03-30 13:20:05,15,4.18,,FR1,Poke,Left,6,10,6,,0
2023-03-30 18:09:44,15,4.18,,FR1,Poke,Left,7,10,6,,0
2023-03-30 18:09:46,15,4.18,1.0,FR1,Pellet,Left,7,10,7,1.22,0
2023-03-30 20:42:04,15,4.16,,FR1,Poke,Left,8,10,7,,0
2023-03-30 20:42:10,15,4.17,1.0,FR1,Pellet,Left,8,10,8,4.84,0
2023-03-30 20:56:09,15,4.17,,FR1,Poke,Left,9,10,8,,0
2023-03-30 20:56:16,15,4.17,1.0,FR1,Pellet,Left,9,10,9,5.7,0
2023-03-30 20:57:23,15,4.17,,FR1,Poke,Left,9,11,9,,0
2023-03-30 20:57:28,15,4.17,,FR1,Poke,Left,10,11,9,,0
2023-03-30 20:57:36,15,4.17,2.0,FR1,Pellet,Left,10,11,10,6.75,0
2023-03-30 20:59:08,15,4.17,,FR1,Poke,Left,11,11,10,,0
2023-03-30 20:59:12,15,4.17,1.0,FR1,Pellet,Left,11,11,11,3.49,0
2023-03-30 20:59:44,15,4.17,,FR1,Poke,Left,12,11,11,,0
2023-03-30 20:59:50,15,4.17,1.0,FR1,Pellet,Left,12,11,12,4.78,0
2023-03-30 21:03:50,15,4.17,,FR1,Poke,Left,13,11,12,,0
