MM:DD:YYYY hh:mm:ss,Device_Number,Battery_Voltage,Motor_Turns,Session_Type,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Retrieval_Time,Concat_#
2023-03-30 10:34:37,12,4.11,,FR1,Poke,Left,0,1,0,,0
2023-03-30 12:04:31,12,4.11,,FR1,Poke,Left,0,2,0,,0
2023-03-30 12:04:50,12,4.11,,FR1,Poke,Left,1,2,0,,0
2023-03-30 12:05:01,12,4.11,4.0,FR1,Pellet,Left,1,2,1,5.51,0
2023-03-30 12:05:50,12,4.11,,FR1,Poke,Left,2,2,1,,0
2023-03-30 12:05:53,12,4.11,2.0,FR1,Pellet,Left,2,2,2,2.44,0
2023-03-30 12:06:37,12,4.11,,FR1,Poke,Left,3,2,2,,0
2023-03-30 12:06:41,12,4.11,1.0,FR1,Pellet,Left,3,2,3,3.06,0
2023-03-30 12:07:09,12,4.11,,FR1,Poke,Left,3,3,3,,0
2023-03-30 14:01:29,12,4.1,,FR1,Poke,Left,3,4,3,,0
2023-03-30 15:40:57,12,4.11,,FR1,Poke,Left,4,4,3,,0
2023-03-30 15:41:01,12,4.1,1.0,FR1,Pellet,Left,4,4,4,3.18,0
2023-03-30 16:24:47,12,4.1,,FR1,Poke,Left,5,4,4,,0
2023-03-30 16:24:54,12,4.1,1.0,FR1,Pellet,Left,5,4,5,6.25,0
2023-03-30 19:41:24,12,4.09,,FR1,Poke,Left,6,4,5,,0
2023-03-30 19:41:26,12,4.09,1.0,FR1,Pellet,Left,6,4,6,0.79,0
2023-03-30 19:46:03,12,4.09,,FR1,Poke,Left,6,5,6,,0
2023-03-30 19:46:04,12,4.1,,FR1,Poke,Left,6,6,6,,0
2023-03-30 19:46:32,12,4.09,,FR1,Poke,Left,6,7,6,,0
2023-03-30 19:47:41,12,4.1,,FR1,Poke,Left,6,8,6,,0
2023-03-30 19:50:10,12,4.09,,FR1,Poke,Left,7,8,6,,0
2023-03-30 19:50:15,12,4.09,2.0,FR1,Pellet,Left,7,8,7,3.86,0
2023-03-30 19:53:47,12,4.09,,FR1,Poke,Left,8,8,7,,0
2023-03-30 19:53:49,12,4.09,1.0,FR1,Pellet,Left,8,8,8,1.4,0
2023-03-30 19:59:02,12,4.09,,FR1,Poke,Left,9,8,8,,0
2023-03-30 19:59:04,12,4.09,1.0,FR1,Pellet,Left,9,8,9,0.67,0
2023-03-30 21:09:48,12,4.09,,FR1,Poke,Left,10,8,9,,0
2023-03-30 21:09:54,12,4.09,1.0,FR1,Pellet,Left,10,8,10,4.35,0
2023-03-30 21:10:24,12,4.09,,FR1,Poke,Left,10,9,10,,0
2023-03-30 21:18:37,12,4.1,,FR1,Poke,Left,10,10,10,,0
2023-03-30 21:44:53,12,4.09,,FR1,Poke,Left,11,10,10,,0
2023-03-30 21:44:56,12,4.09,1.0,FR1,Pellet,Left,11,10,11,2.14,0
2023-03-30 21:47:33,12,4.09,,FR1,Poke,Left,12,10,11,,0
2023-03-30 21:47:35,12,4.09,1.0,FR1,Pellet,Left,12,10,12,0.67,0
2023-03-30 21:55:03,12,4.09,,FR1,Poke,Left,13,10,12,,0
2023-03-30 21:55:04,12,4.09,1.0,FR1,Pellet,Left,13,10,13,1.03,0
2023-03-30 22:01:31,12,4.09,,FR1,Poke,Left,14,10,13,,0
2023-03-30 22:01:33,12,4.09,1.0,FR1,Pellet,Left,14,10,14,0.79,0
