MM:DD:YYYY hh:mm:ss,Device_Number,Battery_Voltage,Motor_Turns,Session_Type,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Retrieval_Time,Concat_#
2023-03-30 09:22:19,1,4.1,,FR1,Poke,Left,1,0,0,,0
2023-03-30 09:22:25,1,4.1,3.0,FR1,Pellet,Left,1,0,1,2.5,0
2023-03-30 09:26:04,1,4.11,,FR1,Poke,Left,2,0,1,,0
2023-03-30 09:26:24,1,4.1,,FR1,Poke,Left,2,1,1,,0
2023-03-30 09:26:25,1,4.1,,FR1,Poke,Left,2,2,1,,0
2023-03-30 09:27:51,1,4.1,,FR1,Poke,Left,3,2,1,,0
2023-03-30 09:27:55,1,4.1,,FR1,Poke,Left,4,2,1,,0
2023-03-30 09:28:12,1,4.1,,FR1,Poke,Left,5,2,1,,0
2023-03-30 09:28:32,1,4.1,,FR1,Poke,Left,5,3,1,,0
2023-03-30 09:30:33,1,4.1,,FR1,Poke,Left,6,3,1,,0
2023-03-30 09:31:33,1,4.1,,FR1,Poke,Left,6,4,1,,0
2023-03-30 09:32:32,1,4.1,,FR1,Poke,Left,6,5,1,,0
2023-03-30 09:34:02,1,4.1,,FR1,Poke,Left,7,5,1,,0
2023-03-30 09:34:17,1,4.11,,FR1,Poke,Left,7,6,1,,0
2023-03-30 09:47:44,1,4.1,2.0,FR1,Pellet,Left,7,6,2,,0
2023-03-30 09:49:49,1,4.1,,FR1,Poke,Left,7,7,2,,0
2023-03-30 09:50:14,1,4.1,,FR1,Poke,Left,8,7,2,,0
2023-03-30 09:52:59,1,4.1,2.0,FR1,Pellet,Left,8,7,3,,0
2023-03-30 09:54:36,1,4.1,,FR1,Poke,Left,9,7,3,,0
2023-03-30 09:57:33,1,4.1,2.0,FR1,Pellet,Left,9,7,4,,0
2023-03-30 10:06:45,1,4.1,,FR1,Poke,Left,10,7,4,,0
2023-03-30 10:06:47,1,4.1,,FR1,Poke,Left,11,7,4,,0
2023-03-30 10:06:51,1,4.11,1.0,FR1,Pellet,Left,11,7,5,5.48,0
2023-03-30 10:06:54,1,4.1,,FR1,Poke,Left,12,7,5,,0
2023-03-30 10:07:20,1,4.1,,FR1,Poke,Left,12,8,5,,0
2023-03-30 10:07:22,1,4.1,,FR1,Poke,Left,12,9,5,,0
2023-03-30 10:07:22,1,4.1,,FR1,Poke,Left,12,10,5,,0
2023-03-30 10:07:24,1,4.1,,FR1,Poke,Left,12,11,5,,0
2023-03-30 10:07:38,1,4.1,,FR1,Poke,Left,12,12,5,,0
2023-03-30 10:07:52,1,4.11,,FR1,Poke,Left,13,12,5,,0
2023-03-30 10:07:54,1,4.11,,FR1,Poke,Left,14,12,5,,0
2023-03-30 10:07:57,1,4.1,,FR1,Poke,Left,15,12,5,,0
2023-03-30 10:08:03,1,4.11,,FR1,Poke,Left,16,12,5,,0
2023-03-30 10:08:04,1,4.1,,FR1,Poke,Left,17,12,5,,0
2023-03-30 10:08:05,1,4.1,,FR1,Poke,Left,18,12,5,,0
2023-03-30 10:08:50,1,4.1,,FR1,Poke,Left,19,12,5,,0
2023-03-30 10:10:22,1,4.1,1.0,FR1,Pellet,Left,19,12,6,,0
2023-03-30 10:21:58,1,4.1,,FR1,Poke,Left,20,12,6,,0
2023-03-30 12:03:35,1,4.09,1.0,FR1,Pellet,Left,20,12,7,,0
2023-03-30 12:05:26,1,4.09,,FR1,Poke,Left,21,12,7,,0
2023-03-30 12:05:29,1,4.09,1.0,FR1,Pellet,Left,21,12,8,2.02,0
2023-03-30 12:06:22,1,4.09,,FR1,Poke,Left,21,13,8,,0
2023-03-30 12:07:52,1,4.09,,FR1,Poke,Left,22,13,8,,0
2023-03-30 12:08:00,1,4.09,1.0,FR1,Pellet,Left,22,13,9,7.3,0
2023-03-30 12:08:26,1,4.09,,FR1,Poke,Left,23,13,9,,0
2023-03-30 12:08:30,1,4.1,1.0,FR1,Pellet,Left,23,13,10,2.44,0
2023-03-30 12:09:32,1,4.1,,FR1,Poke,Left,23,14,10,,0
2023-03-30 13:18:20,1,4.09,,FR1,Poke,Left,23,15,10,,0
2023-03-30 13:18:30,1,4.09,,FR1,Poke,Left,24,15,10,,0
2023-03-30 13:18:33,1,4.1,1.0,FR1,Pellet,Left,24,15,11,2.02,0
2023-03-30 13:20:50,1,4.09,,FR1,Poke,Left,25,15,11,,0
2023-03-30 13:20:52,1,4.09,1.0,FR1,Pellet,Left,25,15,12,2.08,0
2023-03-30 13:22:30,1,4.09,,FR1,Poke,Left,25,16,12,,0
2023-03-30 13:58:39,1,4.09,,FR1,Poke,Left,26,16,12,,0
2023-03-30 13:58:41,1,4.09,1.0,FR1,Pellet,Left,26,16,13,1.4,0
2023-03-30 14:09:00,1,4.09,,FR1,Poke,Left,27,16,13,,0
2023-03-30 14:09:01,1,4.09,1.0,FR1,Pellet,Left,27,16,14,0.73,0
2023-03-30 14:12:48,1,4.09,,FR1,Poke,Left,28,16,14,,0
2023-03-30 14:12:50,1,4.09,1.0,FR1,Pellet,Left,28,16,15,1.09,0
2023-03-30 16:16:23,1,4.09,,FR1,Poke,Left,29,16,15,,0
2023-03-30 16:16:26,1,4.09,1.0,FR1,Pellet,Left,29,16,16,2.02,0
2023-03-30 16:17:23,1,4.09,,FR1,Poke,Left,30,16,16,,0
2023-03-30 16:17:26,1,4.09,1.0,FR1,Pellet,Left,30,16,17,2.14,0
2023-03-30 16:18:12,1,4.09,,FR1,Poke,Left,31,16,17,,0
2023-03-30 16:18:15,1,4.09,1.0,FR1,Pellet,Left,31,16,18,2.5,0
2023-03-30 16:34:25,1,4.09,,FR1,Poke,Left,32,16,18,,0
2023-03-30 16:34:27,1,4.09,1.0,FR1,Pellet,Left,32,16,19,0.97,0
2023-03-30 16:35:24,1,4.09,,FR1,Poke,Left,32,17,19,,0
2023-03-30 16:35:25,1,4.09,,FR1,Poke,Left,32,18,19,,0
2023-03-30 16:35:36,1,4.08,,FR1,Poke,Left,33,18,19,,0
2023-03-30 16:35:38,1,4.09,1.0,FR1,Pellet,Left,33,18,20,1.16,0
2023-03-30 16:36:30,1,4.09,,FR1,Poke,Left,34,18,20,,0
