MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Random_Timeout_Duration,Retrieval_Time,InterPelletInterval,Poke_Time,Unnamed: 16
2023-08-15 18:00:00,1.16.3,FR1,14,3.85,,1,Right,Left,0,1,0,0,,,0.74,
2023-08-15 18:42:33,1.16.3,FR1,14,3.85,,1,Right,Left,0,1,0,0,,,0.74,
2023-08-15 18:50:19,1.16.3,FR1,14,3.85,,1,Left,Left,1,1,0,0,,,0.05,
2023-08-15 19:22:23,1.16.3,FR1,14,3.85,4.0,1,Pellet,Left,1,1,1,0,Timed_out,,,
2023-08-15 19:23:07,1.16.3,FR1,14,3.85,,1,Right,Left,1,2,1,0,,,0.31,
2023-08-15 20:50:40,1.16.3,FR1,14,3.85,,1,Left,Left,2,2,1,0,,,0.19,
2023-08-15 20:50:50,1.16.3,FR1,14,3.85,1.0,1,Pellet,Left,2,2,2,0,8.76,5307.0,,
2023-08-15 20:52:16,1.16.3,FR1,14,3.85,,1,Right,Left,2,3,2,0,,,0.01,
2023-08-15 21:58:42,1.16.3,FR1,14,3.85,,1,Left,Left,3,3,2,0,,,1.09,
2023-08-15 21:58:44,1.16.3,FR1,14,3.85,1.0,1,Pellet,Left,3,3,3,0,1.03,4074.0,,
2023-08-15 22:09:16,1.16.3,FR1,14,3.85,,1,Left,Left,4,3,3,0,,,0.7,
2023-08-15 22:09:19,1.16.3,FR1,14,3.85,1.0,1,Pellet,Left,4,3,4,0,1.58,634.0,,
2023-08-15 22:09:51,1.16.3,FR1,14,3.85,,1,Left,Left,5,3,4,0,,,0.22,
2023-08-15 22:09:52,1.16.3,FR1,14,3.86,1.0,1,Pellet,Left,5,3,5,0,0.67,34.0,,
2023-08-15 22:10:45,1.16.3,FR1,14,3.85,,1,Left,Left,6,3,5,0,,,0.12,
2023-08-15 22:10:47,1.16.3,FR1,14,3.85,1.0,1,Pellet,Left,6,3,6,0,1.22,55.0,,
2023-08-15 22:12:04,1.16.3,FR1,14,3.86,,1,Right,Left,6,4,6,0,,,0.59,
2023-08-15 22:12:08,1.16.3,FR1,14,3.86,,1,Right,Left,6,5,6,0,,,0.45,
2023-08-15 22:12:09,1.16.3,FR1,14,3.85,,1,Right,Left,6,6,6,0,,,0.65,
2023-08-15 22:12:10,1.16.3,FR1,14,3.85,,1,Right,Left,6,7,6,0,,,0.0,
