MM:DD:YYYY hh:mm:ss,Device_Number,Battery_Voltage,Motor_Turns,Session_Type,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Retrieval_Time,Concat_#
2023-03-30 10:18:53,10,3.95,,FR1,Poke,Left,0,1,0,,0
2023-03-30 10:20:17,10,3.95,,FR1,Poke,Left,1,1,0,,0
2023-03-30 10:20:28,10,3.95,3.0,FR1,Pellet,Left,1,1,1,7.6,0
2023-03-30 10:26:01,10,3.96,,FR1,Poke,Left,2,1,1,,0
2023-03-30 10:26:07,10,3.96,2.0,FR1,Pellet,Left,2,1,2,4.1,0
2023-03-30 10:31:53,10,3.95,,FR1,Poke,Left,2,2,2,,0
2023-03-30 10:54:15,10,3.95,,FR1,Poke,Left,2,3,2,,0
2023-03-30 12:05:14,10,3.95,,FR1,Poke,Left,2,4,2,,0
2023-03-30 12:05:16,10,3.95,,FR1,Poke,Left,2,5,2,,0
2023-03-30 12:05:19,10,3.95,,FR1,Poke,Left,2,6,2,,0
2023-03-30 12:05:21,10,3.95,,FR1,Poke,Left,2,7,2,,0
2023-03-30 12:05:24,10,3.94,,FR1,Poke,Left,2,8,2,,0
2023-03-30 12:06:23,10,3.95,,FR1,Poke,Left,3,8,2,,0
2023-03-30 12:06:31,10,3.95,2.0,FR1,Pellet,Left,3,8,3,7.36,0
2023-03-30 12:14:03,10,3.95,,FR1,Poke,Left,4,8,3,,0
2023-03-30 12:14:06,10,3.95,2.0,FR1,Pellet,Left,4,8,4,2.08,0
2023-03-30 12:27:05,10,3.95,,FR1,Poke,Left,5,8,4,,0
2023-03-30 12:27:07,10,3.95,1.0,FR1,Pellet,Left,5,8,5,1.59,0
2023-03-30 12:27:37,10,3.95,,FR1,Poke,Left,6,8,5,,0
2023-03-30 12:27:40,10,3.95,1.0,FR1,Pellet,Left,6,8,6,2.69,0
2023-03-30 12:28:14,10,3.96,,FR1,Poke,Left,7,8,6,,0
2023-03-30 12:28:18,10,3.95,2.0,FR1,Pellet,Left,7,8,7,1.28,0
2023-03-30 12:29:34,10,3.95,,FR1,Poke,Left,7,9,7,,0
2023-03-30 12:29:41,10,3.95,,FR1,Poke,Left,8,9,7,,0
2023-03-30 12:29:45,10,3.95,1.0,FR1,Pellet,Left,8,9,8,2.69,0
2023-03-30 12:30:31,10,3.95,,FR1,Poke,Left,9,9,8,,0
2023-03-30 12:30:34,10,3.95,2.0,FR1,Pellet,Left,9,9,9,2.14,0
2023-03-30 12:33:33,10,3.95,,FR1,Poke,Left,9,10,9,,0
2023-03-30 15:09:43,10,3.95,,FR1,Poke,Left,10,10,9,,0
2023-03-30 15:09:49,10,3.95,1.0,FR1,Pellet,Left,10,10,10,5.15,0
2023-03-30 15:10:29,10,3.95,,FR1,Poke,Left,11,10,10,,0
2023-03-30 15:10:34,10,3.95,2.0,FR1,Pellet,Left,11,10,11,2.63,0
2023-03-30 15:15:25,10,3.94,,FR1,Poke,Left,12,10,11,,0
2023-03-30 15:15:31,10,3.94,2.0,FR1,Pellet,Left,12,10,12,3.0,0
2023-03-30 15:18:15,10,3.94,,FR1,Poke,Left,13,10,12,,0
2023-03-30 15:18:18,10,3.95,1.0,FR1,Pellet,Left,13,10,13,2.57,0
2023-03-30 15:19:16,10,3.94,,FR1,Poke,Left,14,10,13,,0
2023-03-30 15:19:17,10,3.95,,FR1,Poke,Left,15,10,13,,0
2023-03-30 15:19:20,10,3.94,2.0,FR1,Pellet,Left,15,10,14,3.14,0
2023-03-30 15:20:14,10,3.94,,FR1,Poke,Left,16,10,14,,0
2023-03-30 15:20:18,10,3.94,,FR1,Poke,Left,17,10,14,,0
2023-03-30 15:20:20,10,3.94,2.0,FR1,Pellet,Left,17,10,15,3.74,0
2023-03-30 15:21:13,10,3.94,,FR1,Poke,Left,18,10,15,,0
2023-03-30 15:21:16,10,3.94,1.0,FR1,Pellet,Left,18,10,16,1.95,0
2023-03-30 19:32:16,10,3.94,,FR1,Poke,Left,18,11,16,,0
2023-03-30 19:32:18,10,3.94,,FR1,Poke,Left,18,12,16,,0
2023-03-30 19:33:28,10,3.94,,FR1,Poke,Left,19,12,16,,0
2023-03-30 19:33:30,10,3.94,1.0,FR1,Pellet,Left,19,12,17,1.28,0
2023-03-30 19:34:13,10,3.94,,FR1,Poke,Left,19,13,17,,0
2023-03-30 19:34:16,10,3.94,,FR1,Poke,Left,20,13,17,,0
2023-03-30 19:34:20,10,3.94,2.0,FR1,Pellet,Left,20,13,18,3.61,0
2023-03-30 19:35:14,10,3.94,,FR1,Poke,Left,20,14,18,,0
2023-03-30 19:35:23,10,3.94,,FR1,Poke,Left,21,14,18,,0
2023-03-30 19:35:25,10,3.94,1.0,FR1,Pellet,Left,21,14,19,1.28,0
2023-03-30 19:35:58,10,3.94,,FR1,Poke,Left,22,14,19,,0
2023-03-30 19:36:02,10,3.94,1.0,FR1,Pellet,Left,22,14,20,2.69,0
2023-03-30 19:36:29,10,3.94,,FR1,Poke,Left,23,14,20,,0
