MM:DD:YYYY hh:mm:ss,Device_Number,Battery_Voltage,Motor_Turns,Session_Type,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Retrieval_Time,Concat_#
2023-03-30 10:52:06,16,4.22,,FR1,Poke,Left,1,0,0,,0
2023-03-30 10:52:07,16,4.21,2.0,FR1,Pellet,Left,1,0,1,0.06,0
2023-03-30 10:52:36,16,4.22,,FR1,Poke,Left,2,0,1,,0
2023-03-30 10:53:27,16,4.22,2.0,FR1,Pellet,Left,2,0,2,49.94,0
2023-03-30 10:53:57,16,4.22,,FR1,Poke,Left,3,0,2,,0
2023-03-30 10:55:03,16,4.22,2.0,FR1,Pellet,Left,3,0,3,,0
2023-03-30 11:00:08,16,4.22,,FR1,Poke,Left,3,1,3,,0
2023-03-30 11:19:47,16,4.22,,FR1,Poke,Left,3,2,3,,0
2023-03-30 11:21:33,16,4.22,,FR1,Poke,Left,3,3,3,,0
2023-03-30 11:24:07,16,4.22,,FR1,Poke,Left,3,4,3,,0
2023-03-30 11:24:35,16,4.21,,FR1,Poke,Left,4,4,3,,0
2023-03-30 11:24:39,16,4.22,2.0,FR1,Pellet,Left,4,4,4,2.93,0
2023-03-30 13:18:20,16,4.2,,FR1,Poke,Left,4,5,4,,0
2023-03-30 13:21:47,16,4.21,,FR1,Poke,Left,4,6,4,,0
2023-03-30 13:22:11,16,4.2,,FR1,Poke,Left,4,7,4,,0
2023-03-30 19:28:22,16,4.19,,FR1,Poke,Left,5,7,4,,0
2023-03-30 19:28:24,16,4.19,1.0,FR1,Pellet,Left,5,7,5,1.4,0
2023-03-30 19:29:46,16,4.19,,FR1,Poke,Left,5,8,5,,0
2023-03-30 19:33:27,16,4.19,,FR1,Poke,Left,6,8,5,,0
2023-03-30 19:33:31,16,4.2,1.0,FR1,Pellet,Left,6,8,6,2.81,0
2023-03-30 19:35:33,16,4.2,,FR1,Poke,Left,7,8,6,,0
2023-03-30 19:35:36,16,4.19,2.0,FR1,Pellet,Left,7,8,7,2.51,0
2023-03-30 19:36:33,16,4.19,,FR1,Poke,Left,8,8,7,,0
2023-03-30 19:36:48,16,4.2,7.0,FR1,Pellet,Left,8,8,8,3.18,0
2023-03-30 19:39:01,16,4.19,,FR1,Poke,Left,8,9,8,,0
2023-03-30 19:42:36,16,4.19,,FR1,Poke,Left,8,10,8,,0
2023-03-30 19:42:37,16,4.18,,FR1,Poke,Left,8,11,8,,0
2023-03-30 20:37:23,16,4.19,,FR1,Poke,Left,8,12,8,,0
2023-03-30 20:42:17,16,4.19,,FR1,Poke,Left,9,12,8,,0
2023-03-30 20:42:21,16,4.19,2.0,FR1,Pellet,Left,9,12,9,2.51,0
2023-03-30 20:43:18,16,4.19,,FR1,Poke,Left,9,13,9,,0
2023-03-30 20:43:23,16,4.19,,FR1,Poke,Left,9,14,9,,0
2023-03-30 20:43:44,16,4.18,,FR1,Poke,Left,10,14,9,,0
2023-03-30 20:43:48,16,4.19,2.0,FR1,Pellet,Left,10,14,10,3.18,0
2023-03-30 20:44:40,16,4.19,,FR1,Poke,Left,11,14,10,,0
2023-03-30 20:44:44,16,4.19,2.0,FR1,Pellet,Left,11,14,11,2.75,0
2023-03-30 20:45:28,16,4.18,,FR1,Poke,Left,11,15,11,,0
2023-03-30 20:45:46,16,4.19,,FR1,Poke,Left,12,15,11,,0
2023-03-30 20:45:53,16,4.19,2.0,FR1,Pellet,Left,12,15,12,5.76,0
2023-03-30 20:46:59,16,4.18,,FR1,Poke,Left,13,15,12,,0
2023-03-30 20:47:00,16,4.19,1.0,FR1,Pellet,Left,13,15,13,1.22,0
2023-03-30 20:47:34,16,4.19,,FR1,Poke,Left,13,16,13,,0
2023-03-30 20:47:55,16,4.19,,FR1,Poke,Left,14,16,13,,0
2023-03-30 20:47:57,16,4.19,1.0,FR1,Pellet,Left,14,16,14,1.4,0
2023-03-30 20:48:34,16,4.18,,FR1,Poke,Left,15,16,14,,0
2023-03-30 20:48:37,16,4.19,1.0,FR1,Pellet,Left,15,16,15,2.63,0
2023-03-30 20:49:30,16,4.19,,FR1,Poke,Left,16,16,15,,0
2023-03-30 20:49:32,16,4.18,1.0,FR1,Pellet,Left,16,16,16,1.1,0
2023-03-30 20:50:43,16,4.19,,FR1,Poke,Left,17,16,16,,0
2023-03-30 20:50:49,16,4.18,2.0,FR1,Pellet,Left,17,16,17,2.63,0
2023-03-30 20:52:03,16,4.19,,FR1,Poke,Left,18,16,17,,0
2023-03-30 20:52:07,16,4.19,2.0,FR1,Pellet,Left,18,16,18,3.19,0
2023-03-30 20:53:01,16,4.19,,FR1,Poke,Left,19,16,18,,0
2023-03-30 20:53:04,16,4.19,1.0,FR1,Pellet,Left,19,16,19,1.89,0
2023-03-30 20:54:51,16,4.18,,FR1,Poke,Left,20,16,19,,0
2023-03-30 20:54:54,16,4.19,1.0,FR1,Pellet,Left,20,16,20,1.96,0
2023-03-30 21:02:02,16,4.19,,FR1,Poke,Left,21,16,20,,0
2023-03-30 21:02:05,16,4.19,1.0,FR1,Pellet,Left,21,16,21,1.83,0
2023-03-30 21:02:47,16,4.19,,FR1,Poke,Left,22,16,21,,0
2023-03-30 21:02:49,16,4.18,1.0,FR1,Pellet,Left,22,16,22,1.28,0
2023-03-30 21:03:55,16,4.19,,FR1,Poke,Left,23,16,22,,0
2023-03-30 21:04:02,16,4.18,2.0,FR1,Pellet,Left,23,16,23,4.6,0
2023-03-30 21:08:18,16,4.19,,FR1,Poke,Left,24,16,23,,0
2023-03-30 21:08:20,16,4.18,1.0,FR1,Pellet,Left,24,16,24,1.65,0
2023-03-30 21:09:18,16,4.19,,FR1,Poke,Left,25,16,24,,0
2023-03-30 21:09:20,16,4.19,1.0,FR1,Pellet,Left,25,16,25,2.02,0
2023-03-30 21:10:01,16,4.19,,FR1,Poke,Left,26,16,25,,0
2023-03-30 21:10:04,16,4.19,1.0,FR1,Pellet,Left,26,16,26,3.0,0
2023-03-30 21:11:03,16,4.18,,FR1,Poke,Left,27,16,26,,0
2023-03-30 21:11:06,16,4.19,1.0,FR1,Pellet,Left,27,16,27,2.32,0
2023-03-30 21:12:09,16,4.18,,FR1,Poke,Left,28,16,27,,0
2023-03-30 21:12:11,16,4.18,1.0,FR1,Pellet,Left,28,16,28,1.96,0
2023-03-30 21:13:25,16,4.19,,FR1,Poke,Left,29,16,28,,0
2023-03-30 21:13:28,16,4.19,1.0,FR1,Pellet,Left,29,16,29,1.4,0
2023-03-30 21:14:18,16,4.19,,FR1,Poke,Left,30,16,29,,0
2023-03-30 21:14:20,16,4.19,1.0,FR1,Pellet,Left,30,16,30,1.46,0
2023-03-30 21:15:10,16,4.18,,FR1,Poke,Left,31,16,30,,0
2023-03-30 21:15:13,16,4.18,1.0,FR1,Pellet,Left,31,16,31,2.2,0
2023-03-30 21:15:56,16,4.19,,FR1,Poke,Left,32,16,31,,0
2023-03-30 21:16:01,16,4.19,2.0,FR1,Pellet,Left,32,16,32,1.83,0
2023-03-30 21:16:51,16,4.18,,FR1,Poke,Left,33,16,32,,0
2023-03-30 21:16:55,16,4.19,1.0,FR1,Pellet,Left,33,16,33,2.75,0
2023-03-30 22:20:54,16,4.18,,FR1,Poke,Left,34,16,33,,0
2023-03-30 22:20:59,16,4.18,2.0,FR1,Pellet,Left,34,16,34,2.33,0
2023-03-30 22:21:58,16,4.18,,FR1,Poke,Left,35,16,34,,0
2023-03-30 22:22:07,16,4.18,3.0,FR1,Pellet,Left,35,16,35,3.86,0
2023-03-30 22:23:36,16,4.18,,FR1,Poke,Left,36,16,35,,0
2023-03-30 22:23:39,16,4.18,1.0,FR1,Pellet,Left,36,16,36,2.94,0
2023-03-30 22:24:30,16,4.18,,FR1,Poke,Left,37,16,36,,0
2023-03-30 22:24:32,16,4.18,1.0,FR1,Pellet,Left,37,16,37,1.1,0
2023-03-30 22:25:15,16,4.18,,FR1,Poke,Left,37,17,37,,0
2023-03-30 22:26:31,16,4.18,,FR1,Poke,Left,38,17,37,,0
2023-03-30 22:26:36,16,4.18,2.0,FR1,Pellet,Left,38,17,38,2.45,0
2023-03-30 22:32:13,16,4.18,,FR1,Poke,Left,39,17,38,,0
2023-03-30 22:32:16,16,4.18,1.0,FR1,Pellet,Left,39,17,39,3.06,0
2023-03-30 22:33:46,16,4.18,,FR1,Poke,Left,40,17,39,,0
2023-03-30 22:33:48,16,4.18,1.0,FR1,Pellet,Left,40,17,40,1.83,0
2023-03-30 22:34:31,16,4.18,,FR1,Poke,Left,40,18,40,,0
2023-03-30 22:34:37,16,4.18,,FR1,Poke,Left,41,18,40,,0
2023-03-30 22:34:39,16,4.18,1.0,FR1,Pellet,Left,41,18,41,1.46,0
2023-03-30 22:35:12,16,4.18,,FR1,Poke,Left,42,18,41,,0
2023-03-30 22:35:14,16,4.18,1.0,FR1,Pellet,Left,42,18,42,1.1,0
2023-03-30 22:39:45,16,4.18,,FR1,Poke,Left,43,18,42,,0
2023-03-30 22:39:57,16,4.18,1.0,FR1,Pellet,Left,43,18,43,11.25,0
2023-03-30 22:45:55,16,4.18,,FR1,Poke,Left,44,18,43,,0
2023-03-30 22:45:58,16,4.18,1.0,FR1,Pellet,Left,44,18,44,1.71,0
2023-03-30 22:46:54,16,4.18,,FR1,Poke,Left,45,18,44,,0
2023-03-30 22:46:56,16,4.18,1.0,FR1,Pellet,Left,45,18,45,1.28,0
2023-03-30 22:48:17,16,4.18,,FR1,Poke,Left,46,18,45,,0
2023-03-30 22:48:19,16,4.18,1.0,FR1,Pellet,Left,46,18,46,0.98,0
2023-03-30 22:48:50,16,4.18,,FR1,Poke,Left,47,18,46,,0
2023-03-30 22:48:52,16,4.18,1.0,FR1,Pellet,Left,47,18,47,1.16,0
2023-03-30 22:49:25,16,4.18,,FR1,Poke,Left,48,18,47,,0
2023-03-30 22:49:29,16,4.18,1.0,FR1,Pellet,Left,48,18,48,2.26,0
2023-03-30 22:50:05,16,4.18,,FR1,Poke,Left,49,18,48,,0
2023-03-30 22:50:07,16,4.19,1.0,FR1,Pellet,Left,49,18,49,1.53,0
2023-03-30 22:50:45,16,4.18,,FR1,Poke,Left,50,18,49,,0
2023-03-30 22:50:47,16,4.18,1.0,FR1,Pellet,Left,50,18,50,1.1,0
2023-03-30 22:51:23,16,4.18,,FR1,Poke,Left,51,18,50,,0
2023-03-30 22:51:26,16,4.18,2.0,FR1,Pellet,Left,51,18,51,0.67,0
2023-03-30 22:52:50,16,4.18,,FR1,Poke,Left,52,18,51,,0
2023-03-30 22:52:52,16,4.18,1.0,FR1,Pellet,Left,52,18,52,1.4,0
2023-03-30 22:54:51,16,4.18,,FR1,Poke,Left,53,18,52,,0
2023-03-30 22:54:53,16,4.18,1.0,FR1,Pellet,Left,53,18,53,1.22,0
2023-03-30 22:57:14,16,4.18,,FR1,Poke,Left,54,18,53,,0
2023-03-30 22:57:20,16,4.18,1.0,FR1,Pellet,Left,54,18,54,4.91,0
2023-03-30 22:57:59,16,4.18,,FR1,Poke,Left,55,18,54,,0
2023-03-30 22:58:04,16,4.18,2.0,FR1,Pellet,Left,55,18,55,1.83,0
