MM:DD:YYYY hh:mm:ss,Device_Number,Battery_Voltage,Motor_Turns,Session_Type,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Retrieval_Time,Concat_#
2023-03-30 11:50:54,14,4.07,,FR1,Poke,Left,0,1,0,,0
2023-03-30 11:53:31,14,4.07,,FR1,Poke,Left,1,1,0,,0
2023-03-30 11:53:44,14,4.07,3.0,FR1,Pellet,Left,1,1,1,9.87,0
2023-03-30 12:00:52,14,4.08,,FR1,Poke,Left,1,2,1,,0
2023-03-30 12:00:57,14,4.07,,FR1,Poke,Left,2,2,1,,0
2023-03-30 12:01:03,14,4.07,,FR1,Poke,Left,3,2,1,,0
2023-03-30 12:01:05,14,4.07,,FR1,Poke,Left,4,2,1,,0
2023-03-30 12:01:08,14,4.07,,FR1,Poke,Left,5,2,1,,0
2023-03-30 12:01:12,14,4.08,,FR1,Poke,Left,6,2,1,,0
2023-03-30 12:04:56,14,4.07,,FR1,Poke,Left,6,3,1,,0
2023-03-30 12:05:15,14,4.07,,FR1,Poke,Left,6,4,1,,0
2023-03-30 12:06:33,14,4.08,2.0,FR1,Pellet,Left,6,4,2,,0
2023-03-30 12:07:25,14,4.07,,FR1,Poke,Left,6,5,2,,0
2023-03-30 12:07:32,14,4.07,,FR1,Poke,Left,7,5,2,,0
2023-03-30 12:18:58,14,4.07,2.0,FR1,Pellet,Left,7,5,3,,0
2023-03-30 16:04:52,14,4.07,,FR1,Poke,Left,8,5,3,,0
2023-03-30 16:04:54,14,4.07,1.0,FR1,Pellet,Left,8,5,4,1.1,0
2023-03-30 16:05:58,14,4.07,,FR1,Poke,Left,8,6,4,,0
2023-03-30 16:05:59,14,4.07,,FR1,Poke,Left,8,7,4,,0
2023-03-30 16:14:33,14,4.07,,FR1,Poke,Left,9,7,4,,0
2023-03-30 16:14:44,14,4.07,1.0,FR1,Pellet,Left,9,7,5,10.42,0
2023-03-30 16:17:38,14,4.06,,FR1,Poke,Left,10,7,5,,0
2023-03-30 16:21:44,14,4.07,,FR1,Poke,Left,11,7,5,,0
2023-03-30 16:25:00,14,4.07,1.0,FR1,Pellet,Left,11,7,6,,0
2023-03-30 16:27:19,14,4.07,,FR1,Poke,Left,11,8,6,,0
2023-03-30 16:27:31,14,4.07,,FR1,Poke,Left,12,8,6,,0
2023-03-30 16:29:57,14,4.07,1.0,FR1,Pellet,Left,12,8,7,,0
2023-03-30 16:37:54,14,4.07,,FR1,Poke,Left,13,8,7,,0
2023-03-30 16:38:04,14,4.07,1.0,FR1,Pellet,Left,13,8,8,9.32,0
2023-03-30 17:02:28,14,4.06,,FR1,Poke,Left,14,8,8,,0
2023-03-30 17:02:31,14,4.07,1.0,FR1,Pellet,Left,14,8,9,2.02,0
2023-03-30 17:03:03,14,4.06,,FR1,Poke,Left,14,9,9,,0
2023-03-30 17:03:04,14,4.07,,FR1,Poke,Left,14,10,9,,0
2023-03-30 17:03:09,14,4.07,,FR1,Poke,Left,14,11,9,,0
2023-03-30 17:03:13,14,4.07,,FR1,Poke,Left,14,12,9,,0
2023-03-30 17:03:15,14,4.06,,FR1,Poke,Left,14,13,9,,0
2023-03-30 17:03:17,14,4.06,,FR1,Poke,Left,14,14,9,,0
2023-03-30 17:04:43,14,4.06,,FR1,Poke,Left,14,15,9,,0
2023-03-30 17:06:23,14,4.07,,FR1,Poke,Left,14,16,9,,0
2023-03-30 17:06:28,14,4.07,,FR1,Poke,Left,14,17,9,,0
2023-03-30 19:36:59,14,4.06,,FR1,Poke,Left,14,18,9,,0
2023-03-30 19:37:32,14,4.06,,FR1,Poke,Left,14,19,9,,0
2023-03-30 19:40:01,14,4.05,,FR1,Poke,Left,14,20,9,,0
2023-03-30 19:41:01,14,4.05,,FR1,Poke,Left,14,21,9,,0
2023-03-30 19:41:04,14,4.06,,FR1,Poke,Left,15,21,9,,0
2023-03-30 19:41:14,14,4.06,,FR1,Poke,Left,15,22,9,,0
2023-03-30 19:41:15,14,4.06,1.0,FR1,Pellet,Left,15,22,10,0.06,0
2023-03-30 19:43:28,14,4.06,,FR1,Poke,Left,15,23,10,,0
2023-03-30 19:43:29,14,4.06,,FR1,Poke,Left,15,24,10,,0
2023-03-30 19:43:34,14,4.06,,FR1,Poke,Left,16,24,10,,0
2023-03-30 19:43:44,14,4.05,2.0,FR1,Pellet,Left,16,24,11,9.63,0
2023-03-30 19:44:40,14,4.05,,FR1,Poke,Left,16,25,11,,0
2023-03-30 19:46:24,14,4.05,,FR1,Poke,Left,16,26,11,,0
2023-03-30 19:47:09,14,4.05,,FR1,Poke,Left,16,27,11,,0
2023-03-30 19:47:17,14,4.05,,FR1,Poke,Left,16,28,11,,0
2023-03-30 19:51:06,14,4.06,,FR1,Poke,Left,16,29,11,,0
2023-03-30 20:06:05,14,4.05,,FR1,Poke,Left,16,30,11,,0
2023-03-30 21:02:45,14,4.06,,FR1,Poke,Left,16,31,11,,0
2023-03-30 21:02:45,14,4.06,,FR1,Poke,Left,16,32,11,,0
2023-03-30 21:02:47,14,4.05,,FR1,Poke,Left,16,33,11,,0
2023-03-30 21:02:55,14,4.05,,FR1,Poke,Left,16,34,11,,0
2023-03-30 21:02:56,14,4.05,,FR1,Poke,Left,16,35,11,,0
2023-03-30 21:02:57,14,4.05,,FR1,Poke,Left,16,36,11,,0
2023-03-30 21:03:10,14,4.06,,FR1,Poke,Left,16,37,11,,0
2023-03-30 21:16:32,14,4.05,,FR1,Poke,Left,17,37,11,,0
2023-03-30 21:16:38,14,4.05,,FR1,Poke,Left,18,37,11,,0
2023-03-30 21:16:41,14,4.05,1.0,FR1,Pellet,Left,18,37,12,8.55,0
2023-03-30 21:17:25,14,4.05,,FR1,Poke,Left,19,37,12,,0
2023-03-30 21:17:28,14,4.05,,FR1,Poke,Left,20,37,12,,0
2023-03-30 21:17:38,14,4.05,2.0,FR1,Pellet,Left,20,37,13,12.1,0
2023-03-30 21:19:18,14,4.05,,FR1,Poke,Left,21,37,13,,0
2023-03-30 21:19:24,14,4.05,1.0,FR1,Pellet,Left,21,37,14,4.9,0
2023-03-30 21:19:56,14,4.05,,FR1,Poke,Left,21,38,14,,0
2023-03-30 21:20:18,14,4.05,,FR1,Poke,Left,22,38,14,,0
2023-03-30 21:20:24,14,4.05,1.0,FR1,Pellet,Left,22,38,15,5.09,0
2023-03-30 21:21:52,14,4.05,,FR1,Poke,Left,23,38,15,,0
2023-03-30 21:21:54,14,4.05,1.0,FR1,Pellet,Left,23,38,16,1.95,0
2023-03-30 21:22:27,14,4.06,,FR1,Poke,Left,24,38,16,,0
2023-03-30 21:22:43,14,4.05,1.0,FR1,Pellet,Left,24,38,17,15.06,0
2023-03-30 21:23:36,14,4.05,,FR1,Poke,Left,25,38,17,,0
2023-03-30 21:23:37,14,4.06,1.0,FR1,Pellet,Left,25,38,18,1.03,0
2023-03-30 21:24:10,14,4.05,,FR1,Poke,Left,25,39,18,,0
2023-03-30 21:28:52,14,4.05,,FR1,Poke,Left,26,39,18,,0
2023-03-30 21:28:54,14,4.06,,FR1,Poke,Left,27,39,18,,0
2023-03-30 21:28:56,14,4.05,,FR1,Poke,Left,28,39,18,,0
2023-03-30 21:28:59,14,4.05,2.0,FR1,Pellet,Left,28,39,19,5.77,0
2023-03-30 21:30:20,14,4.05,,FR1,Poke,Left,29,39,19,,0
2023-03-30 21:30:21,14,4.05,1.0,FR1,Pellet,Left,29,39,20,0.97,0
2023-03-30 21:35:11,14,4.06,,FR1,Poke,Left,29,40,20,,0
2023-03-30 21:36:29,14,4.05,,FR1,Poke,Left,29,41,20,,0
2023-03-30 21:39:26,14,4.05,,FR1,Poke,Left,29,42,20,,0
2023-03-30 22:03:11,14,4.05,,FR1,Poke,Left,30,42,20,,0
2023-03-30 22:03:16,14,4.05,1.0,FR1,Pellet,Left,30,42,21,3.86,0
2023-03-30 22:04:06,14,4.05,,FR1,Poke,Left,30,43,21,,0
2023-03-30 22:09:59,14,4.05,,FR1,Poke,Left,30,44,21,,0
2023-03-30 22:10:02,14,4.05,,FR1,Poke,Left,30,45,21,,0
2023-03-30 22:10:12,14,4.05,,FR1,Poke,Left,31,45,21,,0
2023-03-30 22:10:14,14,4.05,1.0,FR1,Pellet,Left,31,45,22,1.16,0
2023-03-30 22:15:14,14,4.05,,FR1,Poke,Left,31,46,22,,0
2023-03-30 22:15:22,14,4.05,,FR1,Poke,Left,31,47,22,,0
2023-03-30 22:15:28,14,4.05,,FR1,Poke,Left,31,48,22,,0
2023-03-30 22:17:32,14,4.05,,FR1,Poke,Left,32,48,22,,0
2023-03-30 22:17:35,14,4.06,1.0,FR1,Pellet,Left,32,48,23,2.82,0
2023-03-30 22:18:25,14,4.05,,FR1,Poke,Left,32,49,23,,0
2023-03-30 22:18:29,14,4.05,,FR1,Poke,Left,32,50,23,,0
2023-03-30 22:18:38,14,4.05,,FR1,Poke,Left,32,51,23,,0
2023-03-30 22:18:53,14,4.05,,FR1,Poke,Left,33,51,23,,0
2023-03-30 22:18:57,14,4.05,1.0,FR1,Pellet,Left,33,51,24,3.55,0
2023-03-30 22:19:57,14,4.05,,FR1,Poke,Left,34,51,24,,0
2023-03-30 22:20:00,14,4.05,1.0,FR1,Pellet,Left,34,51,25,2.57,0
2023-03-30 22:21:15,14,4.05,,FR1,Poke,Left,34,52,25,,0
2023-03-30 22:21:16,14,4.05,,FR1,Poke,Left,34,53,25,,0
2023-03-30 22:21:18,14,4.05,,FR1,Poke,Left,34,54,25,,0
2023-03-30 22:24:10,14,4.05,,FR1,Poke,Left,34,55,25,,0
2023-03-30 22:27:43,14,4.06,,FR1,Poke,Left,35,55,25,,0
2023-03-30 22:27:45,14,4.05,1.0,FR1,Pellet,Left,35,55,26,1.34,0
2023-03-30 22:28:16,14,4.05,,FR1,Poke,Left,36,55,26,,0
2023-03-30 22:28:19,14,4.05,1.0,FR1,Pellet,Left,36,55,27,1.83,0
2023-03-30 22:29:41,14,4.05,,FR1,Poke,Left,37,55,27,,0
2023-03-30 22:29:43,14,4.05,1.0,FR1,Pellet,Left,37,55,28,1.65,0
2023-03-30 22:30:15,14,4.05,,FR1,Poke,Left,38,55,28,,0
2023-03-30 22:30:19,14,4.05,1.0,FR1,Pellet,Left,38,55,29,3.25,0
2023-03-30 22:30:45,14,4.05,,FR1,Poke,Left,38,56,29,,0
2023-03-30 22:36:08,14,4.05,,FR1,Poke,Left,39,56,29,,0
2023-03-30 22:36:12,14,4.05,1.0,FR1,Pellet,Left,39,56,30,3.56,0
2023-03-30 22:36:53,14,4.05,,FR1,Poke,Left,40,56,30,,0
2023-03-30 22:36:54,14,4.05,1.0,FR1,Pellet,Left,40,56,31,0.61,0
2023-03-30 22:37:28,14,4.05,,FR1,Poke,Left,40,57,31,,0
2023-03-30 22:37:30,14,4.05,,FR1,Poke,Left,40,58,31,,0
2023-03-30 22:39:01,14,4.05,,FR1,Poke,Left,40,59,31,,0
2023-03-30 22:39:06,14,4.05,,FR1,Poke,Left,40,60,31,,0
2023-03-30 22:39:15,14,4.05,,FR1,Poke,Left,41,60,31,,0
2023-03-30 22:39:19,14,4.05,2.0,FR1,Pellet,Left,41,60,32,1.71,0
2023-03-30 22:42:20,14,4.05,,FR1,Poke,Left,42,60,32,,0
2023-03-30 22:42:25,14,4.05,1.0,FR1,Pellet,Left,42,60,33,4.35,0
