MM:DD:YYYY hh:mm:ss,Device_Number,Battery_Voltage,Motor_Turns,Session_Type,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Retrieval_Time,Concat_#,Mode
2020-07-27 15:54:34,9,4.04,0,FR1,Poke,Left,1,0,0,,0,FR1
2020-07-27 15:56:40,9,4.04,1,FR1,Pellet,Left,1,0,1,0.0,0,FR1
2020-07-27 16:21:37,9,4.04,0,FR1,Poke,Left,2,0,1,,0,FR1
2020-07-27 16:21:48,9,4.04,1,FR1,Pellet,Left,2,0,2,9.0,0,FR1
2020-07-27 16:28:56,9,4.04,0,FR1,Poke,Left,3,0,2,,0,FR1
2020-07-27 16:29:04,9,4.04,1,FR1,Pellet,Left,3,0,3,5.0,0,FR1
2020-07-27 16:35:31,9,4.04,0,FR1,Poke,Left,3,1,3,,0,FR1
2020-07-27 16:37:14,9,4.04,0,FR1,Poke,Left,3,2,3,,0,FR1
2020-07-27 16:42:04,9,4.04,0,FR1,Poke,Left,4,2,3,,0,FR1
2020-07-27 16:42:07,9,4.04,1,FR1,Pellet,Left,4,2,4,1.0,0,FR1
2020-07-27 17:09:00,9,4.04,0,FR1,Poke,Left,4,3,4,,0,FR1
2020-07-27 17:15:42,9,4.04,0,FR1,Poke,Left,4,4,4,,0,FR1
2020-07-27 17:20:53,9,4.04,0,FR1,Poke,Left,4,5,4,,0,FR1
2020-07-27 17:25:24,9,4.04,0,FR1,Poke,Left,5,5,4,,0,FR1
2020-07-27 17:25:29,9,4.04,2,FR1,Pellet,Left,5,5,5,1.0,0,FR1
2020-07-27 18:49:04,9,4.04,0,FR1,Poke,Left,6,5,5,,0,FR1
2020-07-27 18:49:08,9,4.03,1,FR1,Pellet,Left,6,5,6,2.0,0,FR1
2020-07-27 18:50:38,9,4.03,0,FR1,Poke,Left,7,5,6,,0,FR1
2020-07-27 18:50:47,9,4.03,2,FR1,Pellet,Left,7,5,7,5.0,0,FR1
2020-07-27 18:52:21,9,4.03,0,FR1,Poke,Left,8,5,7,,0,FR1
2020-07-27 18:52:26,9,4.03,1,FR1,Pellet,Left,8,5,8,3.0,0,FR1
2020-07-27 18:53:58,9,4.03,0,FR1,Poke,Left,8,6,8,,0,FR1
2020-07-27 18:54:14,9,4.03,0,FR1,Poke,Left,8,7,8,,0,FR1
2020-07-27 18:54:21,9,4.03,0,FR1,Poke,Left,8,8,8,,0,FR1
2020-07-27 18:57:08,9,4.03,0,FR1,Poke,Left,8,9,8,,0,FR1
2020-07-27 18:57:10,9,4.03,0,FR1,Poke,Left,8,10,8,,0,FR1
2020-07-27 18:59:01,9,4.03,0,FR1,Poke,Left,9,10,8,,0,FR1
2020-07-27 18:59:08,9,4.03,1,FR1,Pellet,Left,9,10,9,5.0,0,FR1
2020-07-27 19:09:30,9,4.03,0,FR1,Poke,Left,9,11,9,,0,FR1
2020-07-27 19:09:31,9,4.03,0,FR1,Poke,Left,9,12,9,,0,FR1
2020-07-27 19:09:36,9,4.03,0,FR1,Poke,Left,9,13,9,,0,FR1
2020-07-27 19:09:38,9,4.03,0,FR1,Poke,Left,9,14,9,,0,FR1
2020-07-27 19:10:17,9,4.03,0,FR1,Poke,Left,10,14,9,,0,FR1
2020-07-27 19:10:22,9,4.03,2,FR1,Pellet,Left,10,14,10,1.0,0,FR1
2020-07-27 19:11:01,9,4.03,0,FR1,Poke,Left,11,14,10,,0,FR1
2020-07-27 19:11:04,9,4.03,1,FR1,Pellet,Left,11,14,11,1.0,0,FR1
