MM:DD:YYYY hh:mm:ss,Device_Number,Battery_Voltage,Motor_Turns,Session_Type,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Retrieval_Time,Concat_#
2022-07-09 19:24:45,8,4.06,,FR1,Poke,Left,0,1,0,,0
2022-07-09 19:24:47,8,4.06,,FR1,Poke,Left,0,2,0,,0
2022-07-09 19:24:48,8,4.05,,FR1,Poke,Left,1,2,0,,0
2022-07-09 19:26:38,8,4.05,,FR1,Poke,Left,1,3,0,,0
2022-07-09 20:24:39,8,4.05,1.0,FR1,Pellet,Left,1,3,1,,0
2022-07-09 20:26:01,8,4.05,,FR1,Poke,Left,2,3,1,,0
2022-07-09 20:28:23,8,4.05,1.0,FR1,Pellet,Left,2,3,2,,0
2022-07-09 20:32:06,8,4.05,,FR1,Poke,Left,2,4,2,,0
2022-07-09 20:33:25,8,4.05,,FR1,Poke,Left,2,5,2,,0
2022-07-09 20:42:02,8,4.06,,FR1,Poke,Left,3,5,2,,0
2022-07-09 20:42:16,8,4.05,1.0,FR1,Pellet,Left,3,5,3,13.21,0
2022-07-09 20:47:09,8,4.05,,FR1,Poke,Left,3,6,3,,0
2022-07-09 20:47:10,8,4.05,,FR1,Poke,Left,3,7,3,,0
2022-07-09 20:47:26,8,4.05,,FR1,Poke,Left,4,7,3,,0
2022-07-09 20:47:39,8,4.05,1.0,FR1,Pellet,Left,4,7,4,12.57,0
2022-07-09 20:49:50,8,4.05,,FR1,Poke,Left,4,8,4,,0
2022-07-09 21:18:55,8,4.05,,FR1,Poke,Left,4,9,4,,0
2022-07-09 21:19:03,8,4.05,,FR1,Poke,Left,4,10,4,,0
2022-07-09 21:50:39,8,4.05,,FR1,Poke,Left,4,11,4,,0
2022-07-09 22:07:37,8,4.05,,FR1,Poke,Left,5,11,4,,0
2022-07-09 22:07:44,8,4.05,1.0,FR1,Pellet,Left,5,11,5,5.73,0
2022-07-09 22:13:25,8,4.05,,FR1,Poke,Left,6,11,5,,0
2022-07-09 22:13:30,8,4.05,2.0,FR1,Pellet,Left,6,11,6,2.24,0
2022-07-09 23:03:51,8,4.05,,FR1,Poke,Left,6,12,6,,0
2022-07-09 23:04:05,8,4.05,,FR1,Poke,Left,6,13,6,,0
2022-07-09 23:07:02,8,4.05,,FR1,Poke,Left,6,14,6,,0
2022-07-09 23:22:17,8,4.05,,FR1,Poke,Left,7,14,6,,0
2022-07-09 23:22:21,8,4.05,1.0,FR1,Pellet,Left,7,14,7,3.26,0
2022-07-09 23:43:05,8,4.05,,FR1,Poke,Left,8,14,7,,0
2022-07-09 23:43:09,8,4.05,1.0,FR1,Pellet,Left,8,14,8,3.32,0
2022-07-09 23:46:59,8,4.05,,FR1,Poke,Left,8,15,8,,0
2022-07-09 23:47:41,8,4.05,,FR1,Poke,Left,9,15,8,,0
2022-07-09 23:47:43,8,4.05,1.0,FR1,Pellet,Left,9,15,9,1.67,0
2022-07-09 23:48:36,8,4.05,,FR1,Poke,Left,9,16,9,,0
2022-07-09 23:49:59,8,4.05,,FR1,Poke,Left,9,17,9,,0
2022-07-09 23:50:05,8,4.05,,FR1,Poke,Left,9,18,9,,0
2022-07-09 23:50:16,8,4.05,,FR1,Poke,Left,9,19,9,,0
2022-07-09 23:50:39,8,4.05,,FR1,Poke,Left,9,20,9,,0
2022-07-09 23:50:58,8,4.05,,FR1,Poke,Left,9,21,9,,0
2022-07-09 23:51:21,8,4.05,,FR1,Poke,Left,10,21,9,,0
2022-07-09 23:51:23,8,4.05,1.0,FR1,Pellet,Left,10,21,10,1.68,0
2022-07-09 23:52:18,8,4.05,,FR1,Poke,Left,10,22,10,,0
2022-07-09 23:53:48,8,4.05,,FR1,Poke,Left,10,23,10,,0
2022-07-09 23:58:25,8,4.05,,FR1,Poke,Left,11,23,10,,0
2022-07-09 23:58:27,8,4.05,1.0,FR1,Pellet,Left,11,23,11,1.74,0
2022-07-09 23:58:54,8,4.05,,FR1,Poke,Left,12,23,11,,0
2022-07-09 23:58:56,8,4.05,1.0,FR1,Pellet,Left,12,23,12,1.61,0
2022-07-10 00:00:04,8,4.05,,FR1,Poke,Left,12,24,12,,0
2022-07-10 00:00:25,8,4.05,,FR1,Poke,Left,13,24,12,,0
2022-07-10 00:00:27,8,4.05,1.0,FR1,Pellet,Left,13,24,13,1.29,0
2022-07-10 00:02:53,8,4.05,,FR1,Poke,Left,14,24,13,,0
2022-07-10 00:02:55,8,4.05,1.0,FR1,Pellet,Left,14,24,14,0.92,0
2022-07-10 00:03:22,8,4.05,,FR1,Poke,Left,15,24,14,,0
2022-07-10 00:03:25,8,4.05,1.0,FR1,Pellet,Left,15,24,15,2.24,0
2022-07-10 00:34:02,8,4.05,,FR1,Poke,Left,16,24,15,,0
2022-07-10 00:34:05,8,4.05,2.0,FR1,Pellet,Left,16,24,16,1.61,0
2022-07-10 00:36:50,8,4.05,,FR1,Poke,Left,17,24,16,,0
2022-07-10 00:36:53,8,4.05,1.0,FR1,Pellet,Left,17,24,17,2.81,0
2022-07-10 00:39:08,8,4.05,,FR1,Poke,Left,18,24,17,,0
2022-07-10 00:39:10,8,4.05,1.0,FR1,Pellet,Left,18,24,18,0.98,0
2022-07-10 00:40:08,8,4.05,,FR1,Poke,Left,19,24,18,,0
2022-07-10 00:40:10,8,4.05,1.0,FR1,Pellet,Left,19,24,19,1.74,0
2022-07-10 00:42:40,8,4.05,,FR1,Poke,Left,20,24,19,,0
2022-07-10 00:42:42,8,4.05,1.0,FR1,Pellet,Left,20,24,20,0.98,0
2022-07-10 00:43:49,8,4.05,,FR1,Poke,Left,21,24,20,,0
2022-07-10 00:43:51,8,4.05,1.0,FR1,Pellet,Left,21,24,21,0.92,0
2022-07-10 00:47:04,8,4.05,,FR1,Poke,Left,21,25,21,,0
2022-07-10 01:30:19,8,4.05,,FR1,Poke,Left,22,25,21,,0
2022-07-10 01:30:22,8,4.05,1.0,FR1,Pellet,Left,22,25,22,2.06,0
2022-07-10 01:30:58,8,4.05,,FR1,Poke,Left,23,25,22,,0
2022-07-10 01:31:00,8,4.05,1.0,FR1,Pellet,Left,23,25,23,1.17,0
2022-07-10 01:32:16,8,4.05,,FR1,Poke,Left,23,26,23,,0
2022-07-10 01:32:27,8,4.05,,FR1,Poke,Left,24,26,23,,0
2022-07-10 01:32:28,8,4.04,1.0,FR1,Pellet,Left,24,26,24,0.73,0
2022-07-10 01:33:30,8,4.05,,FR1,Poke,Left,24,27,24,,0
2022-07-10 01:33:37,8,4.05,,FR1,Poke,Left,24,28,24,,0
2022-07-10 01:33:42,8,4.05,,FR1,Poke,Left,24,29,24,,0
2022-07-10 01:33:46,8,4.05,,FR1,Poke,Left,24,30,24,,0
2022-07-10 01:38:45,8,4.05,,FR1,Poke,Left,25,30,24,,0
2022-07-10 01:38:51,8,4.05,1.0,FR1,Pellet,Left,25,30,25,5.6,0
2022-07-10 01:39:29,8,4.05,,FR1,Poke,Left,26,30,25,,0
2022-07-10 01:39:30,8,4.05,1.0,FR1,Pellet,Left,26,30,26,0.41,0
2022-07-10 01:40:26,8,4.05,,FR1,Poke,Left,27,30,26,,0
2022-07-10 01:40:27,8,4.04,1.0,FR1,Pellet,Left,27,30,27,0.54,0
2022-07-10 01:41:03,8,4.05,,FR1,Poke,Left,28,30,27,,0
2022-07-10 01:41:05,8,4.05,1.0,FR1,Pellet,Left,28,30,28,0.41,0
2022-07-10 01:42:14,8,4.05,,FR1,Poke,Left,29,30,28,,0
2022-07-10 01:42:15,8,4.05,1.0,FR1,Pellet,Left,29,30,29,0.41,0
2022-07-10 01:42:29,8,4.05,,FR1,Poke,Left,30,30,29,,0
2022-07-10 01:42:34,8,4.05,,FR1,Poke,Left,31,30,29,,0
2022-07-10 01:42:36,8,4.05,1.0,FR1,Pellet,Left,31,30,30,6.07,0
2022-07-10 01:43:01,8,4.05,,FR1,Poke,Left,32,30,30,,0
2022-07-10 01:43:02,8,4.05,1.0,FR1,Pellet,Left,32,30,31,0.29,0
2022-07-10 01:50:21,8,4.05,,FR1,Poke,Left,33,30,31,,0
2022-07-10 01:50:27,8,4.05,2.0,FR1,Pellet,Left,33,30,32,2.94,0
2022-07-10 01:50:43,8,4.05,,FR1,Poke,Left,34,30,32,,0
2022-07-10 01:50:44,8,4.05,1.0,FR1,Pellet,Left,34,30,33,0.66,0
2022-07-10 01:51:03,8,4.04,,FR1,Poke,Left,35,30,33,,0
2022-07-10 01:51:25,8,4.05,1.0,FR1,Pellet,Left,35,30,34,21.42,0
2022-07-10 01:59:56,8,4.05,,FR1,Poke,Left,36,30,34,,0
2022-07-10 01:59:59,8,4.05,1.0,FR1,Pellet,Left,36,30,35,1.74,0
2022-07-10 02:00:36,8,4.05,,FR1,Poke,Left,37,30,35,,0
2022-07-10 02:00:45,8,4.05,3.0,FR1,Pellet,Left,37,30,36,3.77,0
2022-07-10 02:01:31,8,4.05,,FR1,Poke,Left,38,30,36,,0
2022-07-10 02:01:33,8,4.03,,FR1,Poke,Left,38,31,36,,0
2022-07-10 02:01:34,8,4.05,,FR1,Poke,Left,38,32,36,,0
2022-07-10 02:01:35,8,4.05,1.0,FR1,Pellet,Left,38,32,37,3.44,0
2022-07-10 02:01:40,8,4.04,,FR1,Poke,Left,38,33,37,,0
2022-07-10 02:01:43,8,4.05,,FR1,Poke,Left,38,34,37,,0
2022-07-10 02:38:51,8,4.05,,FR1,Poke,Left,38,35,37,,0
2022-07-10 02:38:53,8,4.05,,FR1,Poke,Left,38,36,37,,0
2022-07-10 02:42:19,8,4.05,,FR1,Poke,Left,39,36,37,,0
2022-07-10 02:42:22,8,4.05,1.0,FR1,Pellet,Left,39,36,38,1.61,0
2022-07-10 02:42:42,8,4.05,,FR1,Poke,Left,40,36,38,,0
