MM:DD:YYYY hh:mm:ss,Device_Number,Battery_Voltage,Motor_Turns,Session_Type,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Retrieval_Time,Concat_#
2022-07-09 19:18:25,4,4.09,,FR1,Poke,Left,0,1,0,,0
2022-07-09 19:18:25,4,4.09,,FR1,Poke,Left,0,2,0,,0
2022-07-09 19:18:28,4,4.09,,FR1,Poke,Left,1,2,0,,0
2022-07-09 19:19:41,4,4.09,,FR1,Poke,Left,1,3,0,,0
2022-07-09 19:19:42,4,4.09,,FR1,Poke,Left,1,4,0,,0
2022-07-09 19:20:49,4,4.09,,FR1,Poke,Left,1,5,0,,0
2022-07-09 19:23:09,4,4.09,1.0,FR1,Pellet,Left,1,5,1,,0
2022-07-09 20:45:40,4,4.09,,FR1,Poke,Left,2,5,1,,0
2022-07-09 20:45:47,4,4.09,,FR1,Poke,Left,3,5,1,,0
2022-07-09 20:46:00,4,4.08,2.0,FR1,Pellet,Left,3,5,2,16.55,0
2022-07-09 20:47:19,4,4.09,,FR1,Poke,Left,3,6,2,,0
2022-07-09 20:47:23,4,4.09,,FR1,Poke,Left,3,7,2,,0
2022-07-09 21:14:58,4,4.09,,FR1,Poke,Left,3,8,2,,0
2022-07-09 21:33:59,4,4.08,,FR1,Poke,Left,4,8,2,,0
2022-07-09 21:34:28,4,4.09,1.0,FR1,Pellet,Left,4,8,3,27.95,0
2022-07-09 22:17:51,4,4.08,,FR1,Poke,Left,5,8,3,,0
2022-07-09 22:17:57,4,4.08,1.0,FR1,Pellet,Left,5,8,4,5.47,0
2022-07-09 23:03:38,4,4.08,,FR1,Poke,Left,5,9,4,,0
2022-07-09 23:04:02,4,4.09,,FR1,Poke,Left,5,10,4,,0
2022-07-09 23:04:13,4,4.08,,FR1,Poke,Left,6,10,4,,0
2022-07-09 23:04:18,4,4.08,1.0,FR1,Pellet,Left,6,10,5,4.14,0
2022-07-10 01:40:43,4,4.08,,FR1,Poke,Left,6,11,5,,0
2022-07-10 01:40:51,4,4.08,,FR1,Poke,Left,6,12,5,,0
2022-07-10 01:41:01,4,4.07,,FR1,Poke,Left,6,13,5,,0
2022-07-10 01:57:40,4,4.07,,FR1,Poke,Left,7,13,5,,0
2022-07-10 01:57:45,4,4.07,1.0,FR1,Pellet,Left,7,13,6,3.57,0
2022-07-10 01:58:33,4,4.07,,FR1,Poke,Left,8,13,6,,0
2022-07-10 01:58:35,4,4.07,1.0,FR1,Pellet,Left,8,13,7,0.98,0
2022-07-10 01:59:10,4,4.07,,FR1,Poke,Left,9,13,7,,0
2022-07-10 01:59:15,4,4.07,1.0,FR1,Pellet,Left,9,13,8,4.4,0
2022-07-10 02:00:07,4,4.07,,FR1,Poke,Left,10,13,8,,0
2022-07-10 02:00:12,4,4.08,,FR1,Poke,Left,11,13,8,,0
2022-07-10 02:00:51,4,4.07,2.0,FR1,Pellet,Left,11,13,9,40.31,0
2022-07-10 02:05:06,4,4.07,,FR1,Poke,Left,11,14,9,,0
2022-07-10 02:05:31,4,4.07,,FR1,Poke,Left,11,15,9,,0
2022-07-10 02:09:32,4,4.07,,FR1,Poke,Left,12,15,9,,0
2022-07-10 02:09:38,4,4.07,1.0,FR1,Pellet,Left,12,15,10,4.9,0
2022-07-10 05:08:44,4,4.07,,FR1,Poke,Left,13,15,10,,0
2022-07-10 05:08:47,4,4.07,1.0,FR1,Pellet,Left,13,15,11,2.62,0
2022-07-10 05:11:22,4,4.07,,FR1,Poke,Left,14,15,11,,0
2022-07-10 05:11:32,4,4.07,1.0,FR1,Pellet,Left,14,15,12,8.64,0
2022-07-10 05:14:09,4,4.07,,FR1,Poke,Left,14,16,12,,0
2022-07-10 05:21:47,4,4.07,,FR1,Poke,Left,14,17,12,,0
2022-07-10 05:24:58,4,4.07,,FR1,Poke,Left,15,17,12,,0
2022-07-10 05:25:03,4,4.07,1.0,FR1,Pellet,Left,15,17,13,4.4,0
2022-07-10 05:44:43,4,4.07,,FR1,Poke,Left,15,18,13,,0
2022-07-10 05:50:07,4,4.07,,FR1,Poke,Left,15,19,13,,0
2022-07-10 07:01:58,4,4.07,,FR1,Poke,Left,16,19,13,,0
2022-07-10 07:02:05,4,4.06,1.0,FR1,Pellet,Left,16,19,14,5.92,0
2022-07-10 07:06:54,4,4.07,,FR1,Poke,Left,17,19,14,,0
2022-07-10 07:07:01,4,4.07,1.0,FR1,Pellet,Left,17,19,15,6.55,0
2022-07-10 07:08:14,4,4.06,,FR1,Poke,Left,17,20,15,,0
